age,salary,bonus,dept_Finance,dept_HR,dept_IT,dept_Marketing,dept_Unknown,age_Young,age_Early Career,age_Mid Career,age_Senior,age_Experienced,salary_low,salary_medium,salary_high,tenure_days
27.0,60000.0,2454.0,0,0,0,1,0,0,1,0,0,0,0,1,0,3400.0
42.0,60000.0,2230.0,0,0,0,1,0,0,0,1,0,0,0,1,0,3419.0
79.0,70000.0,4933.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1585.0
38.0,60000.0,1430.0,0,0,1,0,0,0,0,1,0,0,0,1,0,620.0
71.0,70000.0,9508.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2047.0
57.0,50000.0,9772.0,0,0,1,0,0,0,0,0,0,1,1,0,0,3310.0
41.0,70000.0,6806.0,0,0,0,1,0,0,0,1,0,0,0,1,0,1836.0
49.0,60000.0,2121.0,0,0,0,1,0,0,0,0,1,0,0,1,0,646.0
20.0,60000.0,1889.0,1,0,0,0,0,1,0,0,0,0,0,1,0,694.0
50.0,70000.0,3006.0,0,0,1,0,0,0,0,0,1,0,0,1,0,2530.0
60.0,70000.0,5922.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1901.0
62.0,60000.0,2993.0,0,0,1,0,0,0,0,0,0,1,0,1,0,2723.0
48.0,70000.0,2171.0,0,1,0,0,0,0,0,0,1,0,0,1,0,683.0
46.0,60000.0,8590.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1534.0
38.0,60000.0,4678.0,1,0,0,0,0,0,0,1,0,0,0,1,0,2864.0
56.0,60000.0,7455.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1466.0
51.0,50000.0,4922.0,0,0,0,1,0,0,0,0,1,0,1,0,0,2640.0
50.0,60000.0,8917.0,1,0,0,0,0,0,0,0,1,0,0,1,0,2475.0
49.0,50000.0,9551.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1617.0
37.0,60000.0,1434.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1457.0
20.0,50000.0,7411.0,0,0,0,1,0,1,0,0,0,0,1,0,0,3389.0
21.0,70000.0,1045.0,0,0,0,1,0,1,0,0,0,0,0,1,0,2706.0
34.0,60000.0,6447.0,0,1,0,0,0,0,1,0,0,0,0,1,0,3576.0
67.0,70000.0,5624.0,1,0,0,0,0,0,0,0,0,1,0,1,0,467.0
36.0,60000.0,7445.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1258.0
21.0,60000.0,2093.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1013.0
46.0,60000.0,7749.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1431.0
34.0,70000.0,1435.0,0,0,0,0,1,0,1,0,0,0,0,1,0,2255.0
19.0,50000.0,1206.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1473.0
59.0,60000.0,5506.0,0,0,1,0,0,0,0,0,0,1,0,1,0,508.0
29.0,60000.0,8395.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1836.0
28.0,60000.0,8371.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1836.0
70.0,70000.0,2533.0,0,0,0,0,1,0,0,0,0,1,0,1,0,3599.0
48.0,70000.0,2736.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2267.0
77.0,50000.0,7156.0,0,0,1,0,0,0,0,0,0,1,1,0,0,996.0
37.0,50000.0,4434.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1636.0
22.0,60000.0,6042.0,0,0,1,0,0,1,0,0,0,0,0,1,0,631.0
42.0,70000.0,7972.0,0,0,0,1,0,0,0,1,0,0,0,1,0,2672.0
29.0,50000.0,8264.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1836.0
45.0,60000.0,2678.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1863.0
51.0,50000.0,2218.0,0,1,0,0,0,0,0,0,1,0,1,0,0,2093.0
23.0,60000.0,5508.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1114.0
71.0,60000.0,6127.0,0,0,0,1,0,0,0,0,0,1,0,1,0,2379.0
36.0,70000.0,4590.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1601.0
29.0,60000.0,4474.0,1,0,0,0,0,0,1,0,0,0,0,1,0,718.0
42.0,70000.0,4788.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1916.0
30.0,70000.0,6026.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1365.0
34.0,50000.0,2576.0,0,1,0,0,0,0,1,0,0,0,1,0,0,2786.0
29.0,60000.0,9521.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1483.0
20.0,60000.0,1997.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1836.0
25.0,60000.0,1047.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1571.0
65.0,50000.0,5345.0,0,0,1,0,0,0,0,0,0,1,1,0,0,3329.0
53.0,50000.0,3989.0,1,0,0,0,0,0,0,0,1,0,1,0,0,738.0
73.0,50000.0,2018.0,0,0,0,0,1,0,0,0,0,1,1,0,0,3044.0
76.0,60000.0,4665.0,0,0,0,1,0,0,0,0,0,1,0,1,0,3083.0
43.0,70000.0,6545.0,0,0,0,0,1,0,0,1,0,0,0,1,0,2541.0
62.0,60000.0,7407.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2213.0
25.0,60000.0,7982.0,0,0,1,0,0,1,0,0,0,0,0,1,0,2022.0
49.0,60000.0,4785.0,0,0,0,1,0,0,0,0,1,0,0,1,0,2483.0
18.0,60000.0,5160.0,0,0,0,1,0,1,0,0,0,0,0,1,0,2415.0
20.0,70000.0,5639.0,0,0,0,1,0,1,0,0,0,0,0,1,0,675.0
32.0,60000.0,5649.0,1,0,0,0,0,0,1,0,0,0,0,1,0,3495.0
67.0,70000.0,7210.0,0,0,1,0,0,0,0,0,0,1,0,1,0,2777.0
37.0,60000.0,6952.0,1,0,0,0,0,0,0,1,0,0,0,1,0,2877.0
20.0,60000.0,3080.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1161.0
78.0,60000.0,5434.0,0,0,1,0,0,0,0,0,0,1,0,1,0,2668.0
32.0,60000.0,9905.0,0,0,0,1,0,0,1,0,0,0,0,1,0,2800.0
76.0,60000.0,7547.0,0,1,0,0,0,0,0,0,0,1,0,1,0,3018.0
71.0,50000.0,8641.0,1,0,0,0,0,0,0,0,0,1,1,0,0,3180.0
77.0,70000.0,6860.0,0,0,0,0,1,0,0,0,0,1,0,1,0,2582.0
77.0,60000.0,5826.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1895.0
54.0,50000.0,2313.0,0,0,1,0,0,0,0,0,1,0,1,0,0,320.0
38.0,50000.0,2532.0,1,0,0,0,0,0,0,1,0,0,1,0,0,2299.0
48.0,70000.0,6836.0,0,0,0,0,1,0,0,0,1,0,0,1,0,598.0
56.0,50000.0,1466.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1836.0
40.0,60000.0,8083.0,0,1,0,0,0,0,0,1,0,0,0,1,0,2397.0
74.0,60000.0,2939.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1424.0
52.0,60000.0,6153.0,0,0,0,1,0,0,0,0,1,0,0,1,0,827.0
35.0,60000.0,5171.0,0,1,0,0,0,0,1,0,0,0,0,1,0,3557.0
34.0,60000.0,4407.0,0,0,0,1,0,0,1,0,0,0,0,1,0,997.0
65.0,60000.0,3661.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1318.0
43.0,70000.0,1763.0,0,0,1,0,0,0,0,1,0,0,0,1,0,2884.0
39.0,60000.0,2294.0,0,1,0,0,0,0,0,1,0,0,0,1,0,155.0
78.0,60000.0,2666.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1836.0
62.0,60000.0,1661.0,0,0,1,0,0,0,0,0,0,1,0,1,0,2014.0
53.0,70000.0,9597.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1098.0
52.0,70000.0,3550.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1389.0
28.0,60000.0,8395.0,1,0,0,0,0,0,1,0,0,0,0,1,0,2556.0
44.0,60000.0,9475.0,0,0,1,0,0,0,0,1,0,0,0,1,0,2159.0
51.0,70000.0,8956.0,0,1,0,0,0,0,0,0,1,0,0,1,0,972.0
35.0,60000.0,3272.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1836.0
21.0,60000.0,8257.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1289.0
23.0,60000.0,7248.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1630.0
28.0,50000.0,1740.0,0,0,0,1,0,0,1,0,0,0,1,0,0,2600.0
75.0,70000.0,9971.0,0,0,1,0,0,0,0,0,0,1,0,1,0,922.0
74.0,50000.0,6383.0,0,0,0,0,1,0,0,0,0,1,1,0,0,496.0
48.0,50000.0,3443.0,0,0,0,0,1,0,0,0,1,0,1,0,0,3460.0
74.0,70000.0,3787.0,0,0,0,1,0,0,0,0,0,1,0,1,0,3066.0
42.0,70000.0,6148.0,0,0,0,1,0,0,0,1,0,0,0,1,0,2514.0
27.0,60000.0,5605.0,0,0,1,0,0,0,1,0,0,0,0,1,0,741.0
58.0,60000.0,4200.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1.0
33.0,50000.0,8227.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1262.0
27.0,60000.0,6457.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1569.0
27.0,70000.0,6622.0,0,1,0,0,0,0,1,0,0,0,0,1,0,3073.0
38.0,60000.0,3982.0,0,0,0,1,0,0,0,1,0,0,0,1,0,3468.0
73.0,70000.0,5734.0,0,0,1,0,0,0,0,0,0,1,0,1,0,722.0
31.0,50000.0,6907.0,0,0,0,0,1,0,1,0,0,0,1,0,0,254.0
25.0,60000.0,2134.0,0,1,0,0,0,1,0,0,0,0,0,1,0,3519.0
33.0,70000.0,6102.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1242.0
43.0,60000.0,4012.0,0,0,1,0,0,0,0,1,0,0,0,1,0,2676.0
66.0,60000.0,9488.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1423.0
59.0,50000.0,9978.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1213.0
23.0,60000.0,9013.0,0,0,0,0,1,1,0,0,0,0,0,1,0,320.0
56.0,60000.0,4698.0,0,0,0,0,1,0,0,0,0,1,0,1,0,325.0
67.0,50000.0,7458.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1167.0
19.0,60000.0,4130.0,0,0,0,0,1,1,0,0,0,0,0,1,0,3268.0
70.0,70000.0,7867.0,0,0,1,0,0,0,0,0,0,1,0,1,0,997.0
26.0,60000.0,7683.0,0,1,0,0,0,0,1,0,0,0,0,1,0,856.0
22.0,60000.0,4222.0,0,0,0,0,1,1,0,0,0,0,0,1,0,3173.0
57.0,60000.0,9968.0,0,0,0,0,1,0,0,0,0,1,0,1,0,2996.0
73.0,60000.0,4178.0,1,0,0,0,0,0,0,0,0,1,0,1,0,3536.0
22.0,60000.0,4429.0,1,0,0,0,0,1,0,0,0,0,0,1,0,212.0
73.0,60000.0,9409.0,0,0,0,1,0,0,0,0,0,1,0,1,0,230.0
48.0,70000.0,1114.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1866.0
25.0,50000.0,5169.0,0,0,0,1,0,1,0,0,0,0,1,0,0,2060.0
22.0,60000.0,2083.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1985.0
22.0,60000.0,9563.0,0,1,0,0,0,1,0,0,0,0,0,1,0,3070.0
69.0,60000.0,5434.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1405.0
34.0,60000.0,2309.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1836.0
26.0,60000.0,8643.0,0,1,0,0,0,0,1,0,0,0,0,1,0,611.0
51.0,50000.0,5640.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1836.0
50.0,60000.0,5932.0,0,0,1,0,0,0,0,0,1,0,0,1,0,2863.0
39.0,60000.0,4649.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1815.0
38.0,60000.0,6773.0,0,0,1,0,0,0,0,1,0,0,0,1,0,820.0
32.0,60000.0,1567.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1984.0
18.0,50000.0,3847.0,0,0,1,0,0,1,0,0,0,0,1,0,0,563.0
24.0,60000.0,8750.0,0,1,0,0,0,1,0,0,0,0,0,1,0,1084.0
40.0,60000.0,2947.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1836.0
68.0,60000.0,4636.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1280.0
64.0,60000.0,3122.0,0,0,1,0,0,0,0,0,0,1,0,1,0,2558.0
23.0,60000.0,7452.0,0,1,0,0,0,1,0,0,0,0,0,1,0,2238.0
37.0,70000.0,8006.0,0,0,0,0,1,0,0,1,0,0,0,1,0,2716.0
75.0,70000.0,6119.0,1,0,0,0,0,0,0,0,0,1,0,1,0,830.0
43.0,70000.0,7940.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1542.0
59.0,50000.0,8938.0,0,0,0,1,0,0,0,0,0,1,1,0,0,626.0
29.0,50000.0,8318.0,0,0,0,1,0,0,1,0,0,0,1,0,0,43.0
64.0,70000.0,3785.0,0,0,0,1,0,0,0,0,0,1,0,1,0,3549.0
68.0,70000.0,3471.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1884.0
66.0,60000.0,4310.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1836.0
30.0,70000.0,6681.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1888.0
19.0,60000.0,7150.0,0,1,0,0,0,1,0,0,0,0,0,1,0,3411.0
49.0,50000.0,5227.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1513.0
67.0,60000.0,1191.0,0,1,0,0,0,0,0,0,0,1,0,1,0,488.0
48.0,60000.0,7088.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1422.0
78.0,60000.0,7071.0,0,0,1,0,0,0,0,0,0,1,0,1,0,691.0
28.0,60000.0,9329.0,1,0,0,0,0,0,1,0,0,0,0,1,0,2507.0
54.0,70000.0,3943.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2234.0
21.0,50000.0,8984.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1836.0
51.0,60000.0,5802.0,0,0,1,0,0,0,0,0,1,0,0,1,0,287.0
76.0,60000.0,3117.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2375.0
33.0,50000.0,3379.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1270.0
48.0,50000.0,2221.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1631.0
42.0,70000.0,5845.0,0,1,0,0,0,0,0,1,0,0,0,1,0,2584.0
56.0,60000.0,2360.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2820.0
25.0,60000.0,9688.0,0,0,1,0,0,1,0,0,0,0,0,1,0,3524.0
51.0,50000.0,7034.0,1,0,0,0,0,0,0,0,1,0,1,0,0,2307.0
48.0,60000.0,5090.0,0,0,0,0,1,0,0,0,1,0,0,1,0,3425.0
36.0,50000.0,6908.0,0,0,1,0,0,0,0,1,0,0,1,0,0,793.0
48.0,70000.0,7448.0,0,0,0,1,0,0,0,0,1,0,0,1,0,984.0
26.0,60000.0,4637.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1623.0
74.0,60000.0,9371.0,0,0,0,1,0,0,0,0,0,1,0,1,0,2405.0
71.0,70000.0,6789.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2489.0
46.0,60000.0,2092.0,0,1,0,0,0,0,0,0,1,0,0,1,0,836.0
69.0,70000.0,1159.0,0,0,1,0,0,0,0,0,0,1,0,1,0,2632.0
54.0,50000.0,8521.0,0,0,0,0,1,0,0,0,1,0,1,0,0,2524.0
36.0,60000.0,8114.0,0,0,0,1,0,0,0,1,0,0,0,1,0,518.0
30.0,60000.0,1673.0,0,0,0,0,1,0,1,0,0,0,0,1,0,2217.0
76.0,60000.0,2678.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1382.0
63.0,60000.0,2449.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1153.0
57.0,70000.0,3603.0,0,0,1,0,0,0,0,0,0,1,0,1,0,44.0
33.0,60000.0,7813.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1103.0
79.0,70000.0,2834.0,0,1,0,0,0,0,0,0,0,1,0,1,0,972.0
48.0,50000.0,4816.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1881.0
71.0,70000.0,4842.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1457.0
48.0,60000.0,3563.0,0,0,0,1,0,0,0,0,1,0,0,1,0,665.0
50.0,50000.0,2527.0,0,0,0,0,1,0,0,0,1,0,1,0,0,366.0
36.0,60000.0,1950.0,0,0,0,0,1,0,0,1,0,0,0,1,0,3290.0
72.0,60000.0,1872.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1036.0
36.0,60000.0,6014.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1836.0
34.0,70000.0,5946.0,0,0,0,1,0,0,1,0,0,0,0,1,0,628.0
41.0,60000.0,8301.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1693.0
72.0,60000.0,7516.0,1,0,0,0,0,0,0,0,0,1,0,1,0,632.0
70.0,60000.0,7541.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1535.0
45.0,60000.0,2609.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1110.0
59.0,50000.0,2459.0,0,0,0,0,1,0,0,0,0,1,1,0,0,3639.0
54.0,70000.0,1665.0,0,0,0,1,0,0,0,0,1,0,0,1,0,627.0
48.0,60000.0,4253.0,0,0,1,0,0,0,0,0,1,0,0,1,0,3058.0
56.0,60000.0,3592.0,0,0,1,0,0,0,0,0,0,1,0,1,0,244.0
33.0,70000.0,8852.0,0,1,0,0,0,0,1,0,0,0,0,1,0,2027.0
78.0,50000.0,9085.0,1,0,0,0,0,0,0,0,0,1,1,0,0,3281.0
52.0,50000.0,1668.0,1,0,0,0,0,0,0,0,1,0,1,0,0,3405.0
44.0,60000.0,8455.0,0,0,1,0,0,0,0,1,0,0,0,1,0,2568.0
29.0,60000.0,5619.0,0,1,0,0,0,0,1,0,0,0,0,1,0,268.0
63.0,70000.0,1115.0,0,0,1,0,0,0,0,0,0,1,0,1,0,179.0
45.0,60000.0,9105.0,0,0,0,1,0,0,0,1,0,0,0,1,0,687.0
69.0,60000.0,4145.0,0,0,0,0,1,0,0,0,0,1,0,1,0,3646.0
18.0,70000.0,5987.0,1,0,0,0,0,1,0,0,0,0,0,1,0,2532.0
56.0,70000.0,2705.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1836.0
75.0,60000.0,3492.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1836.0
35.0,60000.0,1913.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1437.0
40.0,60000.0,8098.0,0,0,1,0,0,0,0,1,0,0,0,1,0,2963.0
39.0,60000.0,2894.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1070.0
21.0,70000.0,8880.0,0,0,0,0,1,1,0,0,0,0,0,1,0,2038.0
65.0,70000.0,8270.0,1,0,0,0,0,0,0,0,0,1,0,1,0,2797.0
28.0,50000.0,6004.0,0,0,1,0,0,0,1,0,0,0,1,0,0,67.0
35.0,50000.0,2903.0,0,1,0,0,0,0,1,0,0,0,1,0,0,2971.0
72.0,60000.0,7872.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1554.0
65.0,60000.0,1785.0,0,1,0,0,0,0,0,0,0,1,0,1,0,688.0
24.0,60000.0,4246.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1836.0
38.0,50000.0,6842.0,0,0,1,0,0,0,0,1,0,0,1,0,0,112.0
74.0,50000.0,2448.0,1,0,0,0,0,0,0,0,0,1,1,0,0,2276.0
74.0,70000.0,5639.0,0,0,0,0,1,0,0,0,0,1,0,1,0,569.0
54.0,50000.0,5501.0,0,1,0,0,0,0,0,0,1,0,1,0,0,3073.0
67.0,70000.0,5966.0,0,0,0,1,0,0,0,0,0,1,0,1,0,899.0
74.0,60000.0,5136.0,0,0,0,1,0,0,0,0,0,1,0,1,0,2963.0
47.0,60000.0,4331.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1407.0
34.0,70000.0,4198.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1800.0
50.0,70000.0,2436.0,1,0,0,0,0,0,0,0,1,0,0,1,0,828.0
33.0,50000.0,6851.0,0,1,0,0,0,0,1,0,0,0,1,0,0,3449.0
32.0,50000.0,6790.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1657.0
30.0,60000.0,3194.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1253.0
56.0,60000.0,9759.0,1,0,0,0,0,0,0,0,0,1,0,1,0,292.0
20.0,60000.0,6124.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1836.0
41.0,60000.0,9125.0,0,0,1,0,0,0,0,1,0,0,0,1,0,182.0
40.0,60000.0,5503.0,0,1,0,0,0,0,0,1,0,0,0,1,0,811.0
62.0,50000.0,7440.0,0,1,0,0,0,0,0,0,0,1,1,0,0,3447.0
65.0,60000.0,4568.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1836.0
72.0,60000.0,8653.0,0,0,1,0,0,0,0,0,0,1,0,1,0,2117.0
48.0,50000.0,5628.0,1,0,0,0,0,0,0,0,1,0,1,0,0,686.0
49.0,50000.0,6854.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1759.0
77.0,60000.0,1651.0,0,0,0,0,1,0,0,0,0,1,0,1,0,895.0
65.0,60000.0,9265.0,0,0,0,1,0,0,0,0,0,1,0,1,0,359.0
47.0,60000.0,2813.0,0,1,0,0,0,0,0,0,1,0,0,1,0,873.0
19.0,60000.0,4522.0,0,0,0,1,0,1,0,0,0,0,0,1,0,412.0
35.0,60000.0,2216.0,1,0,0,0,0,0,1,0,0,0,0,1,0,3553.0
76.0,60000.0,1847.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1836.0
70.0,60000.0,2822.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1686.0
74.0,60000.0,6254.0,0,0,0,1,0,0,0,0,0,1,0,1,0,398.0
72.0,60000.0,1483.0,0,0,1,0,0,0,0,0,0,1,0,1,0,212.0
47.0,60000.0,3514.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1327.0
35.0,60000.0,2347.0,1,0,0,0,0,0,1,0,0,0,0,1,0,2274.0
22.0,60000.0,2030.0,0,0,0,0,1,1,0,0,0,0,0,1,0,554.0
22.0,50000.0,7685.0,0,0,0,1,0,1,0,0,0,0,1,0,0,3501.0
48.0,70000.0,8320.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2734.0
26.0,70000.0,7464.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1868.0
49.0,70000.0,5011.0,0,0,0,1,0,0,0,0,1,0,0,1,0,2820.0
73.0,50000.0,9880.0,1,0,0,0,0,0,0,0,0,1,1,0,0,2098.0
31.0,50000.0,5847.0,1,0,0,0,0,0,1,0,0,0,1,0,0,2943.0
30.0,50000.0,4503.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1453.0
35.0,60000.0,3786.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1680.0
21.0,60000.0,6995.0,0,1,0,0,0,1,0,0,0,0,0,1,0,860.0
67.0,60000.0,1470.0,0,0,0,1,0,0,0,0,0,1,0,1,0,227.0
39.0,60000.0,4368.0,1,0,0,0,0,0,0,1,0,0,0,1,0,2876.0
37.0,60000.0,9096.0,1,0,0,0,0,0,0,1,0,0,0,1,0,2153.0
32.0,70000.0,4265.0,0,0,0,1,0,0,1,0,0,0,0,1,0,2248.0
24.0,70000.0,8429.0,0,0,0,1,0,1,0,0,0,0,0,1,0,3520.0
30.0,70000.0,1927.0,0,0,0,0,1,0,1,0,0,0,0,1,0,523.0
51.0,70000.0,9408.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2774.0
48.0,70000.0,7561.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3199.0
47.0,50000.0,1767.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1425.0
22.0,60000.0,5224.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1515.0
18.0,60000.0,9367.0,1,0,0,0,0,1,0,0,0,0,0,1,0,266.0
77.0,70000.0,5090.0,0,0,0,1,0,0,0,0,0,1,0,1,0,2487.0
48.0,60000.0,6693.0,0,1,0,0,0,0,0,0,1,0,0,1,0,3423.0
76.0,50000.0,6493.0,0,0,0,0,1,0,0,0,0,1,1,0,0,2783.0
68.0,60000.0,2439.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1836.0
37.0,70000.0,6601.0,1,0,0,0,0,0,0,1,0,0,0,1,0,148.0
36.0,70000.0,1491.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1743.0
71.0,70000.0,8216.0,0,1,0,0,0,0,0,0,0,1,0,1,0,3355.0
46.0,50000.0,3004.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1952.0
62.0,60000.0,1418.0,0,0,0,1,0,0,0,0,0,1,0,1,0,2715.0
55.0,60000.0,9086.0,0,1,0,0,0,0,0,0,1,0,0,1,0,3095.0
27.0,60000.0,1421.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1110.0
46.0,60000.0,8604.0,0,1,0,0,0,0,0,0,1,0,0,1,0,170.0
48.0,60000.0,5728.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1014.0
28.0,60000.0,7160.0,0,0,0,0,1,0,1,0,0,0,0,1,0,2593.0
40.0,60000.0,4613.0,0,0,1,0,0,0,0,1,0,0,0,1,0,2965.0
47.0,70000.0,6338.0,0,0,0,1,0,0,0,0,1,0,0,1,0,1100.0
42.0,60000.0,8809.0,1,0,0,0,0,0,0,1,0,0,0,1,0,3536.0
33.0,60000.0,7570.0,0,0,0,0,1,0,1,0,0,0,0,1,0,926.0
75.0,60000.0,5781.0,1,0,0,0,0,0,0,0,0,1,0,1,0,1836.0
40.0,70000.0,5042.0,0,1,0,0,0,0,0,1,0,0,0,1,0,702.0
76.0,60000.0,4647.0,0,0,1,0,0,0,0,0,0,1,0,1,0,3174.0
50.0,60000.0,9770.0,0,0,0,1,0,0,0,0,1,0,0,1,0,2187.0
68.0,70000.0,9343.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2884.0
54.0,70000.0,1368.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1836.0
75.0,70000.0,3972.0,0,0,1,0,0,0,0,0,0,1,0,1,0,2687.0
45.0,60000.0,7895.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1199.0
44.0,60000.0,5339.0,0,0,0,1,0,0,0,1,0,0,0,1,0,1120.0
23.0,60000.0,4485.0,1,0,0,0,0,1,0,0,0,0,0,1,0,3220.0
55.0,60000.0,4893.0,0,0,1,0,0,0,0,0,1,0,0,1,0,296.0
54.0,60000.0,5182.0,0,0,0,1,0,0,0,0,1,0,0,1,0,2985.0
42.0,60000.0,2251.0,0,1,0,0,0,0,0,1,0,0,0,1,0,3240.0
30.0,60000.0,2830.0,0,0,1,0,0,0,1,0,0,0,0,1,0,1333.0
79.0,60000.0,7742.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1836.0
50.0,70000.0,1163.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1002.0
42.0,50000.0,4811.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1836.0
31.0,60000.0,4498.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1606.0
57.0,70000.0,7571.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2171.0
58.0,50000.0,3907.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1161.0
